E055	E056	E059	E061	E057	E058	E028	E027	E104	E095	E105	E065	E085	E084	E109	E106	E079	E094	gene_id	gene_name
High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000184785	SMIM10
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	High	Low	Low	ENSG00000184811	TUSC5
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000184831	APOO
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000184860	SDR42E1
Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	High	Low	High	High	High	High	High	ENSG00000184905	TCEAL2
Low	Low	Low	Low	High	High	High	High	High	High	High	Low	High	High	High	High	High	High	ENSG00000184916	JAG2
Low	Low	High	High	High	Low	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000184922	FMNL1
High	High	Low	Low	High	High	High	Low	High	High	High	Low	Low	Low	Low	High	High	High	ENSG00000184923	NUTM2A
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	Low	High	High	Low	High	Low	High	ENSG00000184925	LCN12
High	High	High	High	High	High	High	High	High	Low	Low	High	High	High	Low	Low	High	High	ENSG00000184939	ZFP90
Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	High	ENSG00000184979	USP18
High	High	High	High	High	Low	Low	High	High	High	High	Low	Low	High	High	High	High	High	ENSG00000184986	TMEM121
High	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	High	High	Low	High	Low	ENSG00000184995	IFNE
High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000185019	UBOX5
High	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	High	High	High	High	ENSG00000185024	BRF1
High	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	ENSG00000185070	FLRT2
Low	High	High	Low	Low	Low	High	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000185090	MANEAL
Low	Low	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000185100	ADSSL1
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000185101	ANO9
High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	High	High	High	High	ENSG00000185130	HIST1H2BL
Low	Low	High	Low	High	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000185133	INPP5J
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000185156	MFSD6L
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000185164	NOMO2
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	High	High	High	Low	ENSG00000185168	LINC00482
Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	Low	High	Low	Low	ENSG00000185245	GP1BA
Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	Low	Low	Low	High	High	Low	ENSG00000185303	SFTPA2
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	ENSG00000185379	RAD51D
Low	Low	Low	Low	Low	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000185418	TARSL2
Low	Low	Low	Low	High	High	Low	High	High	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000185436	IFNLR1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000185437	SH3BGR
High	High	High	Low	High	Low	Low	Low	High	High	Low	High	Low	Low	Low	Low	Low	High	ENSG00000185453	C19orf68
Low	Low	High	High	Low	Low	Low	Low	Low	High	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000185477	GPRIN3
Low	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000185479	KRT6B
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	Low	High	ENSG00000185482	STAC3
Low	Low	Low	High	Low	Low	Low	High	Low	Low	High	Low	High	High	Low	Low	High	Low	ENSG00000185513	L3MBTL1
High	High	Low	Low	High	High	High	Low	Low	High	High	High	High	High	High	High	High	High	ENSG00000185515	BRCC3
Low	Low	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000185522	LMNTD2
Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000185559	DLK1
High	High	Low	Low	Low	Low	High	Low	Low	High	High	High	Low	Low	High	High	High	High	ENSG00000185561	TLCD2
High	High	High	High	High	High	High	Low	Low	High	High	High	Low	Low	High	High	High	Low	ENSG00000185567	AHNAK2
High	High	High	High	High	High	High	Low	High	High	High	Low	High	High	High	Low	High	Low	ENSG00000185585	OLFML2A
Low	Low	Low	Low	High	Low	Low	Low	High	Low	High	High	Low	Low	High	High	Low	High	ENSG00000185615	PDIA2
Low	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	Low	Low	High	Low	ENSG00000185630	PBX1
High	High	Low	Low	High	High	Low	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000185633	NDUFA4L2
High	High	Low	High	Low	High	High	High	High	High	High	High	High	High	Low	High	High	Low	ENSG00000185658	BRWD1
Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000185664	PMEL
Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000185668	POU3F1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000185669	SNAI3
High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000185684	EP400NL
High	High	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000185697	MYBL1
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	High	Low	Low	High	ENSG00000185721	DRG1
Low	Low	Low	High	High	High	High	Low	High	High	High	High	Low	High	High	High	High	High	ENSG00000185745	IFIT1
High	High	High	High	High	High	High	High	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000185753	CXorf38
Low	Low	High	High	Low	Low	Low	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	ENSG00000185818	NAT8L
Low	High	Low	Low	High	Low	Low	High	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	ENSG00000185829	ARL17A
Low	High	Low	High	Low	Low	High	Low	High	Low	High	High	High	High	High	High	High	High	ENSG00000185862	EVI2B
High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000185869	ZNF829
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000185900	POMK
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000185905	C16orf54
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	Low	Low	ENSG00000185915	KLHL34
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000185920	PTCH1
Low	Low	Low	Low	Low	High	Low	High	Low	Low	Low	Low	High	High	Low	High	Low	Low	ENSG00000185947	ZNF267
Low	Low	High	High	Low	Low	Low	Low	High	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000185985	SLITRK2
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000185989	RASA3
Low	High	High	Low	High	High	High	High	Low	Low	Low	High	Low	Low	Low	Low	High	Low	ENSG00000186081	KRT5
High	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	High	High	High	High	High	ENSG00000186105	LRRC70
Low	Low	Low	High	Low	Low	Low	High	High	High	High	High	High	High	Low	Low	High	High	ENSG00000186106	ANKRD46
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	ENSG00000186185	KIF18B
Low	High	High	High	High	High	Low	High	Low	Low	High	Low	Low	Low	Low	Low	High	Low	ENSG00000186187	ZNRF1
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000186193	SAPCD2
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000186198	SLC51B
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	High	High	High	High	High	Low	ENSG00000186204	CYP4F12
Low	Low	High	Low	High	Low	Low	Low	High	High	High	Low	High	High	High	High	High	Low	ENSG00000186205	MARC1
Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000186212	SOWAHB
High	High	High	High	High	High	High	High	Low	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000186230	ZNF749
High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	Low	Low	Low	ENSG00000186260	MKL2
High	High	High	Low	Low	Low	Low	High	Low	High	High	Low	Low	Low	High	Low	Low	Low	ENSG00000186281	GPAT2
High	Low	Low	High	Low	High	High	High	High	High	High	High	Low	High	Low	Low	High	Low	ENSG00000186300	ZNF555
Low	High	Low	High	High	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000186310	NAP1L3
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	High	Low	ENSG00000186326	RGS9BP
High	High	Low	Low	High	Low	High	High	High	High	High	Low	Low	Low	Low	Low	High	Low	ENSG00000186354	C9orf47
High	Low	Low	High	Low	High	Low	High	High	High	High	High	High	High	Low	Low	Low	High	ENSG00000186448	ZNF197
High	High	Low	Low	High	High	High	High	Low	High	High	Low	Low	Low	Low	Low	High	High	ENSG00000186493	C5orf38
Low	Low	Low	Low	Low	Low	High	Low	Low	High	Low	High	High	High	High	High	High	High	ENSG00000186517	ARHGAP30
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	Low	Low	High	Low	ENSG00000186523	FAM86B1
High	High	High	Low	Low	Low	High	Low	Low	Low	Low	High	High	High	Low	High	Low	Low	ENSG00000186564	FOXD2
High	High	Low	Low	High	High	High	High	Low	High	High	Low	High	High	Low	Low	High	Low	ENSG00000186567	CEACAM19
High	High	High	High	High	High	High	High	Low	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000186625	KATNA1
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000186638	KIF24
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	Low	High	Low	ENSG00000186642	PDE2A
Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000186654	PRR5
Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000186715	MST1L
High	High	High	High	High	High	High	Low	High	High	High	Low	Low	Low	Low	Low	High	Low	ENSG00000186806	VSIG10L
High	High	Low	High	Low	High	High	Low	High	High	High	High	High	High	Low	Low	High	Low	ENSG00000186814	ZSCAN30
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	High	High	High	High	ENSG00000186827	TNFRSF4
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000186831	KRT17P2
Low	Low	High	Low	High	High	High	High	Low	Low	Low	High	Low	Low	Low	Low	High	High	ENSG00000186832	KRT16
Low	High	High	Low	High	High	High	High	Low	Low	Low	High	Low	Low	Low	Low	High	Low	ENSG00000186847	KRT14
Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000186862	PDZD7
Low	Low	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000186889	TMEM17
Low	Low	Low	Low	High	Low	Low	High	Low	Low	Low	Low	Low	Low	High	High	High	Low	ENSG00000186891	TNFRSF18
High	High	High	High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000186907	RTN4RL2
High	Low	Low	High	Low	High	High	High	High	High	High	Low	High	High	Low	Low	High	Low	ENSG00000186908	ZDHHC17
High	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000186919	ZACN
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	Low	High	High	ENSG00000186994	KANK3
High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000187013	C17orf82
Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	High	High	High	High	Low	ENSG00000187017	ESPN
High	High	High	High	High	High	Low	High	Low	High	High	Low	Low	Low	Low	Low	Low	High	ENSG00000187024	PTRH1
High	Low	High	Low	Low	Low	High	Low	High	Low	High	High	High	High	High	Low	High	High	ENSG00000187066	TMEM262
High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	ENSG00000187094	CCK
Low	Low	High	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000187098	MITF
Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	High	High	High	ENSG00000187116	LILRA5
Low	High	Low	Low	High	Low	High	Low	High	High	High	High	High	High	Low	Low	Low	Low	ENSG00000187118	CMC1
High	Low	Low	Low	High	High	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000187134	AKR1C1
Low	Low	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	Low	Low	Low	ENSG00000187140	FOXD3
High	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	High	Low	Low	Low	ENSG00000187147	RNF220
Low	Low	High	High	High	High	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	ENSG00000187164	SHTN1
High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000187210	GCNT1
Low	Low	Low	High	Low	Low	High	High	Low	Low	Low	High	High	Low	Low	Low	Low	Low	ENSG00000187231	SESTD1
High	High	High	High	High	Low	High	Low	High	High	Low	High	Low	Low	Low	High	High	Low	ENSG00000187239	FNBP1
High	High	High	High	High	High	Low	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000187243	MAGED4B
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	Low	ENSG00000187288	CIDEC
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	Low	High	Low	Low	High	Low	ENSG00000187372	PCDHB13
Low	Low	High	High	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000187479	C11orf96
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000187486	KCNJ11
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000187513	GJA4
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000187535	IFT140
High	High	Low	Low	High	High	High	High	Low	High	High	Low	Low	Low	Low	Low	High	High	ENSG00000187583	PLEKHN1
High	High	High	High	High	High	Low	Low	High	High	High	Low	Low	Low	High	High	Low	Low	ENSG00000187624	C17orf97
Low	High	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	High	High	Low	High	High	ENSG00000187634	SAMD11
Low	Low	Low	Low	Low	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	High	Low	ENSG00000187642	PERM1
Low	Low	High	High	Low	Low	Low	High	Low	Low	Low	High	High	High	High	Low	Low	Low	ENSG00000187664	HAPLN4
High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000187688	TRPV2
High	High	Low	Low	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000187720	THSD4
High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	Low	Low	ENSG00000187736	NHEJ1
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000187741	FANCA
Low	Low	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000187773	FAM69C
High	High	Low	Low	High	High	Low	Low	High	High	High	High	High	High	High	High	High	Low	ENSG00000187800	PEAR1
Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000187808	SOWAHD
Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000187824	TMEM220
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	Low	ENSG00000187848	P2RX2
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000187908	DMBT1
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	High	High	High	High	High	ENSG00000187922	LCN10
High	Low	High	Low	Low	Low	High	Low	High	High	High	High	High	High	High	Low	High	High	ENSG00000187942	LDLRAD2
Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	High	High	Low	Low	Low	Low	ENSG00000187955	COL14A1
Low	High	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000188010	MORN2
High	High	Low	Low	High	High	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000188015	S100A3
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000188026	RILPL1
High	High	High	High	High	Low	Low	High	Low	Low	High	High	High	High	High	High	High	High	ENSG00000188060	RAB42
Low	Low	Low	High	Low	High	Low	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000188092	GPR89B
High	High	Low	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000188112	C6orf132
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000188153	COL4A5
High	Low	High	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000188163	FAM166A
Low	Low	Low	Low	Low	Low	High	Low	High	Low	Low	Low	High	High	Low	Low	Low	High	ENSG00000188171	ZNF626
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000188175	HEPACAM2
High	Low	Low	High	Low	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000188177	ZC3H6
High	Low	Low	Low	High	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	High	ENSG00000188199	NUTM2B
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000188211	NCR3LG1
High	High	Low	Low	High	Low	High	High	Low	High	Low	High	High	High	Low	Low	High	Low	ENSG00000188215	DCUN1D3
Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	Low	High	High	Low	Low	High	Low	ENSG00000188234	AGAP4
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000188257	PLA2G2A
High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000188277	C15orf62
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000188293	IGFL1
High	Low	Low	High	Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000188321	ZNF559
High	High	High	High	High	High	High	Low	High	High	High	High	High	High	Low	Low	Low	High	ENSG00000188343	FAM92A1
Low	High	High	High	High	Low	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000188368	PRR19
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	High	Low	Low	ENSG00000188389	PDCD1
High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	High	High	Low	ENSG00000188394	GPR21
High	Low	High	Low	Low	Low	High	High	High	High	High	Low	High	High	High	Low	High	High	ENSG00000188396	TCTEX1D4
High	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	ENSG00000188428	BLOC1S5
Low	Low	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000188505	NCCRP1
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000188536	HBA2
High	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000188610	FAM72B
Low	Low	High	High	High	Low	High	High	High	High	High	High	High	High	Low	Low	High	High	ENSG00000188613	NANOS1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	High	Low	Low	ENSG00000188620	HMX3
High	High	High	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000188677	PARVB
Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	Low	High	High	High	Low	High	High	ENSG00000188732	FAM221A
High	High	High	High	High	High	High	Low	High	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000188735	TMEM120B
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000188747	NOXA1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000188761	BCL2L15
Low	High	High	High	High	Low	Low	High	Low	High	High	Low	Low	Low	High	Low	High	High	ENSG00000188763	FZD9
Low	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	High	High	High	High	High	ENSG00000188783	PRELP
High	High	High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	High	Low	Low	ENSG00000188786	MTF1
High	High	Low	Low	High	High	Low	High	High	Low	High	High	High	High	High	High	High	High	ENSG00000188820	FAM26F
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000188833	ENTPD8
High	High	High	High	High	High	Low	Low	High	Low	Low	Low	High	High	High	High	High	High	ENSG00000188878	FBF1
Low	Low	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	ENSG00000188910	GJB3
High	High	High	High	High	High	Low	Low	Low	Low	Low	High	Low	High	Low	High	High	High	ENSG00000188921	HACD4
Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000188959	C9orf152
High	High	Low	Low	Low	High	High	High	High	High	High	Low	High	High	Low	High	High	Low	ENSG00000188994	ZNF292
High	High	High	Low	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000188996	HUS1B
High	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000189001	SBSN
High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	High	Low	ENSG00000189007	ADAT2
Low	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000189057	FAM111B
High	High	High	High	Low	Low	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000189058	APOD
High	Low	High	High	Low	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000189079	ARID2
Low	Low	Low	Low	High	High	High	High	Low	High	High	Low	High	Low	High	High	High	Low	ENSG00000189120	SP6
High	High	Low	Low	Low	Low	High	Low	High	High	High	High	Low	Low	High	Low	High	High	ENSG00000189129	PLAC9
High	High	Low	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000189143	CLDN4
Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	Low	High	High	Low	ENSG00000189157	FAM47E
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000189164	ZNF527
High	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000189184	PCDH18
High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000189190	ZNF600
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000189280	GJB5
High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000189298	ZKSCAN3
Low	High	High	High	High	High	High	Low	High	High	High	Low	High	Low	High	High	High	High	ENSG00000189319	FAM53B
High	High	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000189320	FAM180A
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000189325	C6orf222
Low	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000189362	NEMP2
Low	Low	Low	High	Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	Low	High	High	ENSG00000189367	KIAA0408
High	High	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	Low	High	High	High	ENSG00000189409	MMP23B
High	High	Low	Low	High	High	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000189410	SH2D5
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000189433	GJB4
Low	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000196083	IL1RAP
Low	Low	Low	High	Low	High	High	High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000196110	ZNF699
Low	Low	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000196116	TDRD7
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000196126	HLA-DRB1
Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000196136	SERPINA3
Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000196139	AKR1C3
High	Low	High	High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000196151	WDSUB1
High	High	High	High	High	High	Low	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000196152	ZNF79
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000196167	COLCA1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000196188	CTSE
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	High	ENSG00000196189	SEMA4A
High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	High	ENSG00000196196	HRCT1
High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	Low	Low	High	Low	ENSG00000196263	ZNF471
Low	Low	High	High	Low	Low	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000196267	ZNF836
Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000196268	ZNF493
Low	Low	Low	High	Low	Low	Low	High	Low	Low	High	Low	High	High	Low	Low	Low	Low	ENSG00000196275	GTF2IRD2
